Name of the sender of information
National Parties
Aam Aadmi Paity
Bharatiya Janata Party
Communist Party of India (Marxist)
Bahujan Samaj Party
Indian National Congress
State Parties
Communist Party of India
Samajwadi Party
Jammu & Kashmir National Conference
Telugu Desam Party
Shiromani Akali Dal
All India United Demociatic Front
Maharashtia Navmrman Sena
People's Party of Arunachal
All India Anna Diavida Munnettia Kazhagam
All India Foiward Bloc
Yuvajana Sramika Rythu Congress Party
Dravida Munnetia Kazhagam
Biju Janata Dal
Janata Dal (Secular)
Registered Unrecognized Parties
Open People's Party
Sarvajan Kalyan Loktantnk Party
Bhartiya Rashtriya Dal
Brij Kranti Dal
Vishal Janta Party
Rashtriya Manav Party
Labour Party 
Rashtriya Aam Jan Seva Party
Pravritti Party
United Ndga Democratic Party
Bahujan Vikas Aghadi
Indian National Samaj Party
Netaji Congress Sena
Rashtriya Republican Party
Udiyoman Democratic Party of India
Delhi Janta Party
Mazdoor Ekta Party
Vishva Shakti Party
Lok Samaj Party
Indian Business Party
Gareeb Samaj Swaraj Party
Peoples Green Party
National Democratic Party (Secular)
Bharatiya Kisan Parivartan Party
National Inquilab Party
Jindabad Kianti Party
Jan Shakti Dal
Bharatiya Grameen Dal
Jai Bharat Party
Saman Adhikar Party
Bhartiya Sarvjan Party
Bharat Ki Lok Jimmedar Party
Tipraland State Party
Rashtriya Aikta Manch Party
Fauji Janta Party
Swaraj Janata Party
Bharastachar Apraadh Mukt Nyay Dal
Bharatiya Prajashakti Party
Rashtriya Bhagidari Party
Bhagidaii Party(P)
Ambedkar Samaj Party
Desh Shakti Party
Action Party (Rajnaitik Dal)
Jan Sandesh Party
Public Party
Rashtriya Lok Praja Rajay Party
Bharat Kaumi Dal
Samdarshi Samaj Party
Jan Rashtrawadi Sangathan
Bharatiya Congress Paksha
Bundelkhand Kranti Dal
Aadarsh Sangram Party
Hindustani Awaam Party
Sacho Sach Party
Bajjikanchal Vikas Party
Awami Samta Paity
Sanman Rajkiya Paksha
Rashtiiya Krantikari Samajwadi Party
Bhaiatiya Dklavya Party
