Name of the sender of information
Rashtiiya Hindustan Shakti Dal
Akah Dal (1920)
Tamilaga Makkal Nala Katchi
Alliance of Democratic Refoims Party
(2 Envelopes)
Gunj Satya Ni Janata Party
Rajlok Paity
Jan Samuh Party
",ok Samya Party"
Jai Sevalal Bahujan Vikas Party
Janahitha Paksha
Telangana Republican Party
Jay Vidarbha Party
New Rashtriya Samaj Party
Piahat Janshakti Paksha
Bhaitiya Jagran Party
Yuva Samndhi Dal
Bhartiya Panchsheel party
Bharatiya Baluijan Samta Party
Kamera Samaj Party
Lok Sangram
Jana Shankhaaraavam party
Sarvjan Sewa Party
Aapki Apni Party (Peoples)
Samajwadi Lok Parishad
Hindusthan Niiman Dal
National Demociatic Mission
Bhaiatiy Aam Janta Adhikar Party
Nan Panchayat Party
Rashtravadi Loktantrik Party (India)
Janta Samta Party
Piabuddha Republican Party
Bharati Navnirman Voter Sena
Bhartiya Jantantra Morcha
Uttaiakhand Kranti Dal
Sarv Jan Party (Bharat)
Jai Janta Party
Rani Chennamma Party
Arjak Adhikai Dal
Akhil Bhartiya Manavadhikar Vichar
Manch Party
Huinanisl Party of India
Navsaijan Bharat Party
Rakshak Jan Moicha Party
One India One People Party
Tipu Sultan Party
Rashtnya Kaiyarat Party
Bhaiat Prabhat Party
Anaithindia Samudaya Munnetra
Kazhagam (3 Envelopes)
Navbharat Ekta Dal
Naaii Nai Rakshak Party
Kalyanwadi Party
Tararani Paksha
Himachal Lokhit Paity
Gujarat Nav Nirman Sena
Gujarat Loktantra Party
Lok Manavadhikai Party
Dharamarajya Paksha
"From Dr Shaji Kadamala Kottayam,"
Kerala
Lokshasan Andolan Party
Humanity Univeisal Motion Party
Lok Swarajya Party
Sambidhan Bachao Paity
Indian Gandhiyan Party (3 Envelopes)
Bharatiya Goikha Prajatantrik Morcha
Yuga Thulasi Party
Bhaitiya Awam Party (Rastriya)
Kisan Sangharsh Samiti
Piithviiaj Janshakti Party (2 Envelopes)
Akhil Bhaiatiya Hamaia Samaj Party
Ekta Samaj Party
Bhartiya Asmita Party
Rashtiiya Bhagidari Party
National Aman Party
United Democratic Front Secular
Awam I Samta Party
Desh Shakti Party
Samdaishi Samaj Party
Jan Rashtrawadi Sangathan
Bharastachai Apraadh Mukt Nyay Dal
Justice Party
Nail Panchayat Paity
Jai Bharat Party
Rashtiiya Aikta Manch Party
Samata Party
Rashtiawadi Sena
Bhaitiya Janta Dal (Integiated)
National Target Party
Sarv Jan Party (Bharat)
Rashtriya Ekta Party
Bhartiya Rashtrawadi Party
Janata Dal (Seculai)
Communist Party of India (Marxist-
Leninist) Liberation
Sarvlokhit Samaj Party
Bharatiya Libeiai Party
Navodaya Jantantiik Party
Sarvlokhit Samaj Party
Keiala Congress Seculai
Aapka Hamara Party
Hamdard Party
Akhil Bhartiya Janata Sahara Party
Himachal Janta Party
Rashtiiya Samta Vikas Party
Janasena Party
Prithviraj Janshakti Party (2 Envelopes)
All Indian Republican Party
Telangana Yuva Shakti
All India Samata Party
Aam Bhaiat Party
Party Name not Mentioned
"(received from Dr P C Patel, Mehsana)"
Azad Hindustan Party
Bhaiatiya Inqalab Party
Desh Bhakt Party
Thamizhaga Diavidar Katchi
Rashtriya Swaran Dal
Bhaitiya Mahashakti Morcha
Adaish Vyawastha Party
Niz Goenkar Revolution Front
Krupaa Party
Lok Rashtiiya Party Seculai (R)
Kamarajar Makkal Katchi
Thakkam Katchi
Uttama Prajaakeeya Party
Jananayaka Makkal Rajjiyam (2
envelopes)
Rashtriya Ambedkar Dal
Rashtiiya Democratic Front
Uttai Piadesh Republican Party
Aiunachal Demociatic Party
Sudhaiwadi Party
Bhaiatiya Kisan Vikas Party
Rashliiya Swatantra Party
Nava Bharat National Party
Kongunadu Makkal Desia Katchi
MMK Party
Hindustan Peoples Party (Democratic)
Mang Samaj Party
Karnataka Praja Party
Bhaiatiya Mazdoor Janta Party
Rakshak Jan Moicha Party
Bharatiya Suheldev Janata Party
Sarvar Paity
Party name not mentioned
(leceived from Mogaraiu Ramaniah)
Lok Nirman Dal
Hindu Samaj Party
Janasena
Makkal Needhi Maiam
Nyaydhaim Sabha
Paschimanchal Vikas Party
Kruppa Party
Akhil Bhaitiya Janta Sahara Party
Saivar Party
Bhartiya Mahashakti Moicha
Prithviraj Janshakti Party
Vishwanath Piatap Janta Dal
Received in the morning of 20/11/2023
Maixist Communist Party of India
20 1 1 2023
(United)
Bahujan Left Party 20 1 1 2023
Lokshashan Party of India 20 1 1 2023
Telangana Communist Party of India 20 1 1 2023
Bharatiya Manavadhikar Federal Party 20 1 1 2023
Vijaya Janata Paity 20 1 1 2023
J&K Peoples Democratic Party 20 1 1 2023
Pashchimanchal Vikas Paity 20 1 1 2023
"I N C , Rajeev Bhavan, Shankar Nagar, 20 1 1 2023"
"Raipui, Chhattisgarh"
Nethaji Makkal Katchi 20 1 1 2023
Poorv Sainik All India Dalit evam Niibal 20 1 1 2023
Vaig Vikas Party
U+ 20 1 1 2023
nited Democratic Fiont Secular
Kannada Deshada Paksha 20 1 1 2023
Bhartiya Jan Vikas Aghadi 20 1 1 2023
RPl-Kainataka 20 1 1 2023
Patiiotic Party of India 20 1 1 2023
Rashtriya Janshanti Party 20 1 1 2023
Maulik Adhikar Party 20 1 1 2023
Suheldev Bhaitiya Samaj Party 20 1 1 2023
Lokshashan Andolan Party 20 1 1 2023
Himachal Jankranti Party 20 1 1 2023
Gaiib Kranti Party 20 1 1 2023
United Republic of Bhaiath Party
Jan Samruddhi Party
Swadeshi Ekta Manch
"APP Paity, Vellore, Tamilnadu"
Amma Makkal Munnettia Kazagam
National Aman Party
Bhaiat Peoples Sena
